,MONTH2,DAY2,STOP_WAS_INITIATED,ISSUING_OFFICER_RANK,SUPERVISING_OFFICER_RANK,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,age_bin
4661,May,Sunday,Based on Self Initiated,POM,SGT,Y,PSB,1,CPW,1,Y,N,N,(null),N,N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.1,160.0,MED,BRO,BLK,113,C,PBQS,QUEENS,18_30
4662,May,Sunday,Based on Self Initiated,POM,SGT,Y,PSB,0,ASSAULT,20,Y,N,Y,ASSAULT,N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.5,140.0,THN,BRO,BLK,115,D,PBQN,QUEENS,0_17
4663,May,Sunday,Based on C/W on Scene,POM,LT,Y,Housing,2,ASSAULT,10,Y,N,Y,ASSAULT,N,Y,(null),(null),(null),Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,5.11,180.0,MED,(null),BLK,120,D,PBSI,STATEN ISLAND,over_30
4664,May,Monday,Based on C/W on Scene,POM,SGT,Y,PSB,2,PETIT LARCENY,2,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.11,180.0,MED,BRO,BLK,7,B,PBMS,MANHATTAN,over_30
4665,May,Monday,Based on Radio Run,POM,SGT,Y,Housing,1,ROBBERY,5,Y,Y,N,(null),N,N,(null),S,(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),MALE,BLACK,5.8,140.0,THN,BRO,BLK,10,B,PBMS,MANHATTAN,0_17
4666,May,Monday,Based on C/W on Scene,SGT,LT,Y,Housing,1,ROBBERY,5,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.9,165.0,THN,BRO,BLK,10,B,PBMS,MANHATTAN,18_30
4667,May,Monday,Based on Radio Run,POM,SGT,Y,(null),1,ROBBERY,15,Y,Y,Y,ASSAULT,N,N,I,S,V,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),FEMALE,BLACK,6.0,190.0,U,BRO,PLE,17,D,PBMS,MANHATTAN,18_30
4668,May,Monday,Based on Radio Run,POM,SGT,Y,(null),1,ROBBERY,15,Y,Y,Y,ASSAULT,N,N,I,S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),Y,Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,6.1,210.0,U,BRO,BLK,17,D,PBMS,MANHATTAN,over_30
4669,May,Monday,Based on Radio Run,POM,SGT,Y,PSB,2,PETIT LARCENY,11,Y,N,Y,PETIT LARCENY,N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.6,208.0,HEA,BRO,BRO,19,D,PBMN,MANHATTAN,over_30
4670,May,Monday,Based on Radio Run,POM,SGT,Y,PSB,1,PETIT LARCENY,2,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FEMALE,BLACK,5.6,240.0,HEA,BLK,BLK,20,D,PBMN,MANHATTAN,over_30
4671,May,Monday,Based on Radio Run,POF,LT,Y,PSB,1,PETIT LARCENY,25,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.7,180.0,THN,BRO,XXX,24,A,PBMN,MANHATTAN,over_30
4672,May,Monday,Based on Radio Run,POM,SGT,Y,(null),1,AUTO STRIPPIG,5,Y,N,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),MALE,BLACK,5.8,200.0,MED,BRO,BLK,26,A,PBMN,MANHATTAN,over_30
4673,May,Monday,Based on Self Initiated,POM,SGT,Y,Housing,2,CRIMINAL POSSESSION OF MARIHUANA,2,Y,N,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),MALE,BLACK HISPANIC,6.1,185.0,THN,BRO,BLK,43,A,PBBX,BRONX,18_30
4674,May,Monday,Based on Self Initiated,POM,LT,Y,PSB,1,CPW,5,Y,N,Y,CPW,N,N,(null),S,V,Y,Y,N,Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),MALE,BLACK,5.7,130.0,THN,BRO,BLK,43,C,PBBX,BRONX,0_17
4675,May,Monday,Based on Self Initiated,POM,LT,Y,(null),1,CPW,5,Y,Y,Y,CPW,N,N,I,S,V,Y,Y,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),MALE,WHITE HISPANIC,5.6,140.0,THN,BRO,BLK,43,C,PBBX,BRONX,over_30
4676,May,Monday,Based on Self Initiated,POM,LT,Y,(null),1,CPW,3,Y,Y,N,(null),N,N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.5,140.0,THN,BRO,BRO,43,C,PBBX,BRONX,18_30
4677,May,Monday,Based on Self Initiated,POF,SGT,N,Housing,3,CRIMINAL TRESPASS,6,Y,N,N,(null),Y,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.8,150.0,THN,BRO,BLD,43,D,PBBX,BRONX,18_30
4678,May,Monday,Based on C/W on Scene,POM,SGT,Y,PSB,0,GRAND LARCENY AUTO,20,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.1,175.0,MED,BRO,XXX,44,A,PBBX,BRONX,over_30
4679,May,Monday,Based on C/W on Scene,POM,SGT,Y,PSB,0,GRAND LARCENY AUTO,20,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.0,120.0,THN,BRO,BLK,44,A,PBBX,BRONX,18_30
4680,May,Monday,Based on Radio Run,POF,SGT,Y,PSB,1,CPW,2,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.9,150.0,MED,BRO,BLK,48,C,PBBX,BRONX,18_30
4681,May,Monday,Based on Radio Run,POF,SGT,Y,PSB,1,CPW,2,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.6,130.0,THN,BRO,BLK,48,C,PBBX,BRONX,18_30
4682,May,Monday,Based on Radio Run,POF,SGT,Y,(null),1,ASSAULT,3,Y,N,Y,ROBBERY,N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),MALE,BLACK,6.0,230.0,HEA,HAZ,BRO,48,D,PBBX,BRONX,18_30
4683,May,Monday,Based on Radio Run,POM,SGT,Y,Transit,3,ROBBERY,5,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.3,130.0,THN,BRO,BLK,52,B,PBBX,BRONX,0_17
4684,May,Monday,Based on Radio Run,POM,SGT,Y,PSB,3,ROBBERY,5,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.8,160.0,THN,BRO,BLK,52,B,PBBX,BRONX,over_30
4685,May,Monday,Based on Radio Run,POM,SGT,Y,PSB,0,CPW,15,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE,6.2,178.0,THN,HAZ,BRO,60,B,PBBS,BROOKLYN,18_30
4686,May,Monday,Based on Radio Run,POM,SGT,Y,PSB,60,ASSAULT,10,Y,Y,Y,ASSAULT,N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE,6.1,165.0,THN,BRO,BRO,62,B,PBBS,BROOKLYN,0_17
4687,May,Monday,Based on Radio Run,POM,SGT,Y,PSB,60,ASSAULT,10,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,6.2,170.0,THN,BRO,BLK,62,B,PBBS,BROOKLYN,0_17
4688,May,Monday,Based on Radio Run,POF,LT,Y,PSB,1,BURGLARY,21,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.6,160.0,MED,BRO,BLK,67,D,PBBS,BROOKLYN,unknown
4689,May,Monday,Based on Radio Run,POF,LT,Y,PSB,1,BURGLARY,21,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.5,150.0,MED,BRO,BLK,67,D,PBBS,BROOKLYN,unknown
4690,May,Monday,Based on Radio Run,POF,LT,Y,PSB,1,BURGLARY,21,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.8,150.0,MED,BRO,BLK,67,D,PBBS,BROOKLYN,unknown
4691,May,Monday,Based on Radio Run,POM,SGT,Y,(null),1,CPW,3,Y,N,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),MALE,BLACK,5.8,230.0,HEA,BRO,BLK,67,C,PBBS,BROOKLYN,over_30
4692,May,Monday,Based on Radio Run,POM,SGT,Y,PSB,1,CPW,1,Y,Y,Y,RECKLESS ENDANGERMENT,N,Y,(null),(null),(null),N,Y,N,Y,(null),Y,Y,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),MALE,BLACK,6.0,165.0,THN,BRO,BLK,69,C,PBBS,BROOKLYN,0_17
4693,May,Monday,Based on C/W on Scene,POM,SGT,Y,(null),1,ROBBERY,5,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,6.1,190.0,MED,BRO,BLK,70,C,PBBS,BROOKLYN,over_30
4694,May,Monday,Based on Radio Run,POM,LT,Y,(null),1,ASSAULT,2,Y,N,Y,ASSAULT,N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.6,140.0,THN,BRO,BLD,83,D,PBBN,BROOKLYN,18_30
4695,May,Monday,Based on Radio Run,POM,LT,Y,PSB,1,ASSAULT,3,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.7,180.0,MED,BRO,BLK,90,D,PBBN,BROOKLYN,18_30
4696,May,Monday,Based on Radio Run,POM,SGT,Y,PSB,0,BURGLARY,20,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE,5.8,220.0,MED,BRO,BRO,106,A,PBQS,QUEENS,over_30
4697,May,Monday,Based on Radio Run,POM,SGT,Y,PSB,0,BURGLARY,20,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE,6.3,210.0,THN,BRO,BRO,106,A,PBQS,QUEENS,over_30
4698,May,Monday,Based on Radio Run,POM,SGT,Y,(null),0,ASSAULT,20,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,ASIAN / PACIFIC ISLANDER,5.11,180.0,THN,BRO,BLK,108,K,PBQN,QUEENS,18_30
4699,May,Monday,Based on Radio Run,POM,SGT,N,Housing,2,CPW,5,Y,Y,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,Y,(null),(null),(null),MALE,BLACK,5.7,170.0,THN,BRO,BLK,114,D,PBQN,QUEENS,18_30
4700,May,Monday,Based on Radio Run,POM,SGT,N,Housing,1,CPW,10,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.7,140.0,THN,BRO,BLK,114,D,PBQN,QUEENS,over_30
4701,May,Monday,Based on Radio Run,POM,SGT,N,Housing,3,CPW,5,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,6.1,170.0,THN,BRO,BLK,114,D,PBQN,QUEENS,18_30
4702,May,Monday,Based on Radio Run,POM,SGT,N,Housing,1,CPW,1,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.9,180.0,THN,BRO,BLK,114,D,PBQN,QUEENS,0_17
4703,May,Monday,Based on Radio Run,POM,SGT,N,Housing,1,CPW,10,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,6.1,190.0,MED,BRO,BLK,114,D,PBQN,QUEENS,over_30
4704,May,Tuesday,Based on Self Initiated,POM,LT,Y,Transit,5,OTHER,5,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,WHITE,6.0,170.0,THN,BRO,BRO,1,A,PBMS,MANHATTAN,18_30
4705,May,Tuesday,Based on Radio Run,POM,SGT,Y,(null),1,PETIT LARCENY,10,Y,N,Y,PETIT LARCENY,N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),Y,(null),(null),MALE,BLACK,5.7,110.0,THN,BLK,BLK,10,B,PBMS,MANHATTAN,0_17
4707,May,Tuesday,Based on Self Initiated,POM,SGT,Y,PSB,0,CPW,1,Y,N,N,(null),N,N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.0,195.0,MED,BRO,BLK,44,E,PBBX,BRONX,18_30
4711,May,Tuesday,Based on Radio Run,POM,SGT,Y,PSB,0,CPW,2,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.7,175.0,MED,BRO,(null),52,A,PBBX,BRONX,unknown
4712,May,Tuesday,Based on C/W on Scene,POM,SGT,Y,Housing,1,ASSAULT,20,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,WHITE,5.8,140.0,THN,BRO,BLK,61,C,PBBS,BROOKLYN,over_30
4713,May,Tuesday,Based on Radio Run,POM,LT,Y,(null),1,PETIT LARCENY,5,Y,Y,Y,PETIT LARCENY,N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),MALE,BLACK HISPANIC,6.1,200.0,HEA,BRO,BLK,62,D,PBBS,BROOKLYN,over_30
4714,May,Tuesday,Based on Radio Run,POM,LT,Y,(null),1,PETIT LARCENY,5,Y,Y,N,(null),N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,6.1,180.0,THN,BRO,BLK,62,D,PBBS,BROOKLYN,unknown
4715,May,Tuesday,Based on Radio Run,DTS,SGT,Y,PSB,1,CPW,7,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.9,150.0,THN,BRO,BLK,69,C,PBBS,BROOKLYN,0_17
4716,May,Tuesday,Based on Radio Run,DTS,SGT,Y,PSB,1,CPW,7,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.1,250.0,HEA,BRO,BLK,69,C,PBBS,BROOKLYN,0_17
4717,May,Tuesday,Based on Radio Run,POM,SGT,Y,Housing,5,ASSAULT,12,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FEMALE,BLACK,5.3,115.0,THN,BRO,RED,73,C,PBBN,BROOKLYN,18_30
4718,May,Tuesday,Based on Self Initiated,POM,SGT,Y,Housing,1,CPW,3,Y,N,N,(null),N,N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.8,170.0,THN,BRO,BLK,73,C,PBBN,BROOKLYN,18_30
4719,May,Tuesday,Based on Radio Run,POM,SGT,Y,(null),1,CPW,1,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.11,190.0,THN,BRO,BLK,73,A,PBBN,BROOKLYN,18_30
4720,May,Tuesday,Based on Self Initiated,DT3,SGT,Y,PSB,2,CPW,10,N,Y,N,(null),N,N,(null),(null),V,Y,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.7,150.0,THN,BRO,BLK,75,B,PBBN,BROOKLYN,0_17
4721,May,Tuesday,Based on Self Initiated,POM,SGT,Y,Housing,0,CRIMINAL POSSESSION OF MARIHUANA,5,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),FEMALE,BLACK,5.3,140.0,THN,BRO,BLK,79,D,PBBN,BROOKLYN,18_30
4722,May,Tuesday,Based on C/W on Scene,POM,SGT,Y,Transit,2,PETIT LARCENY,10,Y,N,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),MALE,BLACK,6.0,140.0,THN,BLK,BLK,84,D,PBBN,BROOKLYN,18_30
4723,May,Tuesday,Based on Self Initiated,POM,SGT,N,Housing,1,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,15,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.9,200.0,MED,BRO,BLK,88,C,PBBN,BROOKLYN,18_30
4724,May,Tuesday,Based on Radio Run,POM,SGT,Y,(null),2,CPW,2,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE,5.8,220.0,HEA,BLU,BRO,109,D,PBQN,QUEENS,over_30
