,MONTH2,DAY2,STOP_WAS_INITIATED,ISSUING_OFFICER_RANK,SUPERVISING_OFFICER_RANK,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,age_bin
42,January,Tuesday,Based on Radio Run,POM,SGT,Y,PSB,1,BURGLARY,27,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),MALE,ASIAN / PACIFIC ISLANDER,5.11,180.0,MED,BRO,BLK,106,D,PBQS,QUEENS,over_30
43,January,Tuesday,Based on Self Initiated,POM,SGT,Y,Housing,1,CRIMINAL TRESPASS,3,Y,Y,Y,CRIMINAL TRESPASS,N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,6.1,150.0,THN,BRO,BLK,114,D,PBQN,QUEENS,0_17
44,January,Tuesday,Based on Self Initiated,POM,SGT,Y,Housing,1,CRIMINAL TRESPASS,3,Y,Y,Y,CRIMINAL TRESPASS,N,Y,(null),(null),(null),N,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),MALE,WHITE HISPANIC,5.9,150.0,MED,BRO,BLK,114,D,PBQN,QUEENS,18_30
45,January,Tuesday,Based on Radio Run,POM,SSA,Y,PSB,1,CPW,5,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE,6.8,180.0,MED,ZZZ,BRO,121,H,PBSI,STATEN ISLAND,18_30
46,January,Tuesday,Based on Radio Run,POM,SGT,Y,PSB,1,BURGLARY,37,Y,N,Y,BURGLARY,N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.1,120.0,THN,BRO,BRO,121,H,PBSI,STATEN ISLAND,18_30
47,January,Tuesday,Based on Radio Run,POM,SSA,Y,PSB,1,CPW,5,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE,6.4,190.0,MED,ZZZ,BRO,121,H,PBSI,STATEN ISLAND,over_30
48,January,Tuesday,Based on Radio Run,POF,SGT,Y,PSB,1,OTHER,8,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),FEMALE,BLACK HISPANIC,5.3,120.0,THN,BLK,BLD,48,C,PBBX,BRONX,18_30
49,January,Tuesday,Based on Radio Run,POM,SGT,Y,PSB,1,RECKLESS ENDANGERMENT,2,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.7,200.0,MED,BRO,BLK,67,E,PBBS,BROOKLYN,18_30
50,January,Wednesday,Based on C/W on Scene,POM,SGT,Y,(null),2,PETIT LARCENY,10,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.1,180.0,MED,BLK,BRO,14,H,PBMS,MANHATTAN,18_30
51,January,Wednesday,Based on Self Initiated,POM,LT,Y,Housing,1,CRIMINAL TRESPASS,2,Y,N,Y,CRIMINAL TRESPASS,N,Y,(null),(null),(null),N,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,5.9,175.0,MED,BRO,BLK,26,C,PBMN,MANHATTAN,18_30
52,January,Wednesday,Based on Self Initiated,POF,SGT,Y,Housing,10,CRIMINAL TRESPASS,10,Y,Y,Y,CRIMINAL TRESPASS,N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),FEMALE,BLACK,5.1,210.0,HEA,BRO,BLK,40,A,PBBX,BRONX,0_17
53,January,Wednesday,Based on Self Initiated,POF,SGT,Y,Housing,10,CRIMINAL TRESPASS,10,Y,Y,Y,CRIMINAL TRESPASS,N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),MALE,BLACK,5.11,190.0,THN,BRO,BLK,40,A,PBBX,BRONX,0_17
54,January,Wednesday,Based on Radio Run,POF,SGT,Y,PSB,1,ROBBERY,5,Y,N,Y,ROBBERY,N,N,(null),S,V,Y,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),MALE,BLACK HISPANIC,5.6,150.0,THN,BRO,BLK,41,D,PBBX,BRONX,18_30
55,January,Wednesday,Based on Radio Run,POF,SGT,Y,PSB,1,GRAND LARCENY,5,Y,N,N,(null),N,N,(null),(null),V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.1,230.0,MED,BRO,BLK,42,B,PBBX,BRONX,unknown
56,January,Wednesday,Based on Radio Run,POM,SGT,Y,Housing,1,CPW,4,Y,N,Y,CPW,N,N,(null),S,V,Y,N,N,Y,(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.9,250.0,HEA,BRO,BLK,42,D,PBBX,BRONX,18_30
57,January,Wednesday,Based on Self Initiated,POM,SSA,Y,PSB,1,CPW,2,Y,N,Y,CPW,N,Y,(null),(null),(null),Y,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,6.1,233.0,HEA,BRO,BLK,44,E,PBBX,BRONX,over_30
58,January,Wednesday,Based on Radio Run,POM,SGT,Y,PSB,1,CPW,15,Y,Y,N,(null),N,N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.1,185.0,MED,BLK,BLK,44,C,PBBX,BRONX,18_30
59,January,Wednesday,Based on Radio Run,POM,SGT,Y,PSB,1,CPW,1,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.7,230.0,HEA,BRO,BLK,46,C,PBBX,BRONX,over_30
60,January,Wednesday,Based on Self Initiated,POM,SGT,Y,PSB,2,CPW,3,Y,N,N,(null),N,N,(null),S,(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.6,165.0,MED,ZZZ,XXX,46,D,PBBX,BRONX,unknown
61,January,Wednesday,Based on Radio Run,POM,SGT,Y,Housing,3,ASSAULT,5,Y,N,Y,OTHER,N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.2,170.0,MED,BRO,BLK,60,D,PBBS,BROOKLYN,18_30
62,January,Wednesday,Based on Self Initiated,POM,LT,Y,(null),3,ROBBERY,3,Y,N,N,(null),N,N,(null),(null),V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.8,140.0,THN,BRO,BLK,67,E,PBBS,BROOKLYN,18_30
63,January,Wednesday,Based on Radio Run,POM,SGT,Y,PSB,1,ROBBERY,5,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),ASIAN / PACIFIC ISLANDER,5.8,160.0,THN,BRO,BLK,72,D,PBBS,BROOKLYN,18_30
64,January,Wednesday,Based on Self Initiated,POF,SGT,Y,Housing,10,CRIMINAL TRESPASS,1,Y,Y,Y,CRIMINAL TRESPASS,N,N,I,S,(null),N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),FEMALE,WHITE HISPANIC,5.4,120.0,THN,BRO,BRO,94,B,PBBN,BROOKLYN,unknown
65,January,Wednesday,Based on Self Initiated,POF,SGT,Y,Housing,10,CRIMINAL TRESPASS,1,Y,Y,Y,CRIMINAL TRESPASS,N,N,I,S,(null),N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),FEMALE,WHITE HISPANIC,5.4,140.0,HEA,BRO,BRO,94,B,PBBN,BROOKLYN,18_30
66,January,Wednesday,Based on Radio Run,POM,LT,Y,(null),1,ROBBERY,10,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE,5.3,170.0,HEA,BRO,BLK,106,C,PBQS,QUEENS,18_30
67,January,Wednesday,Based on Radio Run,POM,LT,Y,PSB,1,PETIT LARCENY,30,Y,N,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),MALE,ASIAN / PACIFIC ISLANDER,5.8,160.0,MED,BRO,BLK,111,G,PBQN,QUEENS,18_30
68,January,Thursday,Based on Self Initiated,POM,SGT,Y,Transit,5,CPW,13,Y,N,Y,CPW,N,N,(null),S,V,Y,Y,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,Y,Y,Y,(null),Y,MALE,WHITE,6.1,220.0,MED,BRO,BRO,17,D,PBMS,MANHATTAN,over_30
69,January,Thursday,Based on Radio Run,POM,SGT,Y,PSB,1,PETIT LARCENY,5,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.7,150.0,THN,BRO,BLK,32,D,PBMN,MANHATTAN,0_17
70,January,Thursday,Based on Radio Run,POM,SGT,Y,PSB,1,PETIT LARCENY,5,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FEMALE,BLACK,5.5,120.0,THN,BRO,BLK,32,D,PBMN,MANHATTAN,0_17
71,January,Thursday,Based on Self Initiated,POM,SGT,Y,PSB,5,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,2,Y,N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,Y,(null),(null),(null),N,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),MALE,BLACK,6.1,170.0,THN,BRO,BLK,40,D,PBBX,BRONX,over_30
72,January,Thursday,Based on Self Initiated,POM,SGT,Y,Housing,1,CRIMINAL TRESPASS,10,Y,N,N,(null),N,N,(null),S,(null),Y,Y,N,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),MALE,BLACK,5.9,160.0,THN,BRO,BRO,42,D,PBBX,BRONX,over_30
73,January,Thursday,Based on Radio Run,POF,SGT,Y,PSB,5,CPW,10,Y,N,N,(null),N,Y,(null),(null),(null),Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.5,150.0,MED,BRO,GRY,46,D,PBBX,BRONX,over_30
75,January,Thursday,Based on Radio Run,POM,SGT,N,PSB,2,ASSAULT,5,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.7,180.0,MED,ZZZ,BLK,75,D,PBBN,BROOKLYN,over_30
76,January,Thursday,Based on Radio Run,POM,SGT,Y,PSB,2,BURGLARY,10,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.9,170.0,MED,BRO,BLK,78,C,PBBS,BROOKLYN,over_30
77,January,Thursday,Based on Radio Run,POM,LT,Y,(null),1,BURGLARY,20,Y,N,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),MALE,WHITE HISPANIC,5.9,170.0,MED,BRO,BLK,94,A,PBBN,BROOKLYN,over_30
78,January,Thursday,Based on Radio Run,POM,SGT,Y,PSB,1,GRAND LARCENY AUTO,14,Y,Y,Y,PETIT LARCENY,N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),MALE,WHITE HISPANIC,5.5,130.0,MED,BLK,BLK,100,A,PBQS,QUEENS,0_17
79,January,Thursday,Based on Radio Run,POM,SGT,Y,PSB,1,GRAND LARCENY AUTO,14,Y,Y,Y,PETIT LARCENY,N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),MALE,BLACK,5.9,155.0,THN,BLK,BLK,100,A,PBQS,QUEENS,18_30
80,January,Thursday,Based on Radio Run,POM,LT,Y,PSB,0,BURGLARY,20,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.6,175.0,MED,BRO,BLK,115,D,PBQN,QUEENS,over_30
81,January,Thursday,Based on Radio Run,POM,SGT,Y,(null),5,ROBBERY,10,Y,Y,Y,ROBBERY,N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),Y,(null),(null),MALE,BLACK,5.7,160.0,THN,BLK,BLK,121,C,PBSI,STATEN ISLAND,18_30
82,January,Thursday,Based on Radio Run,POM,SGT,Y,(null),5,ROBBERY,10,Y,Y,Y,ROBBERY,N,Y,(null),(null),(null),Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),Y,(null),(null),MALE,BLACK,6.1,170.0,THN,BLK,BLK,121,C,PBSI,STATEN ISLAND,18_30
83,January,Friday,Based on Radio Run,POF,SGT,Y,(null),1,GRAND LARCENY,10,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.5,150.0,MED,BRO,BLK,18,E,PBMS,MANHATTAN,18_30
84,January,Friday,Based on Radio Run,POM,SGT,Y,PSB,1,PETIT LARCENY,2,Y,N,Y,PETIT LARCENY,N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FEMALE,WHITE HISPANIC,5.3,140.0,THN,BLU,BLK,19,I,PBMN,MANHATTAN,over_30
85,January,Friday,Based on C/W on Scene,POM,SGT,Y,PSB,1,CPW,12,Y,N,N,(null),N,N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.1,150.0,THN,BRO,BLK,42,B,PBBX,BRONX,0_17
86,January,Friday,Based on Self Initiated,POF,SGT,Y,Housing,1,CRIMINAL POSSESSION OF MARIHUANA,20,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),FEMALE,WHITE HISPANIC,5.4,160.0,MED,BRO,BLK,45,B,PBBX,BRONX,18_30
87,January,Friday,Based on Radio Run,POM,SGT,Y,PSB,5,OTHER,3,Y,Y,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),MALE,BLACK,5.11,180.0,MED,BLK,BLK,45,K,PBBX,BRONX,18_30
88,January,Friday,Based on Radio Run,POM,SGT,Y,PSB,0,ROBBERY,10,Y,N,Y,ROBBERY,N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.6,150.0,MED,BRO,BLK,60,B,PBBS,BROOKLYN,18_30
89,January,Friday,Based on Radio Run,POM,SGT,Y,Housing,1,ROBBERY,5,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.1,160.0,THN,ZZZ,BLK,60,B,PBBS,BROOKLYN,18_30
90,January,Friday,Based on Radio Run,POM,LT,Y,PSB,0,ROBBERY,10,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.1,170.0,MED,BRO,BLK,60,B,PBBS,BROOKLYN,18_30
91,January,Friday,Based on Radio Run,POF,SGT,N,Housing,1,CRIMINAL TRESPASS,15,Y,N,Y,CRIMINAL TRESPASS,N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,5.1,165.0,THN,BRO,BRO,81,D,PBBN,BROOKLYN,over_30
92,January,Friday,Based on Radio Run,POF,SGT,Y,PSB,1,CPSP,5,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.7,205.0,MED,BRO,BLK,103,A,PBQS,QUEENS,18_30
93,January,Friday,Based on Radio Run,POF,SGT,Y,PSB,1,CPSP,5,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),FEMALE,WHITE HISPANIC,5.2,125.0,THN,BRO,BRO,103,A,PBQS,QUEENS,18_30
94,January,Friday,Based on Self Initiated,DT3,SGT,Y,PSB,30,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,5,Y,N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,N,(null),S,V,Y,Y,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),MALE,WHITE HISPANIC,5.8,160.0,MED,BRO,BLK,115,B,PBQN,QUEENS,over_30
95,January,Friday,Based on Self Initiated,DT3,SGT,Y,PSB,2,GRAND LARCENY,3,Y,N,N,(null),N,N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE,6.3,215.0,MED,BRO,BRO,120,D,PBSI,STATEN ISLAND,over_30
96,January,Saturday,Based on Self Initiated,POF,SGT,Y,Housing,2,CRIMINAL TRESPASS,5,Y,N,Y,CRIMINAL TRESPASS,N,Y,(null),(null),(null),N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.9,150.0,MED,BLK,BLK,5,A,PBMS,MANHATTAN,18_30
97,January,Saturday,Based on Self Initiated,POM,SGT,Y,Housing,1,CRIMINAL TRESPASS,17,Y,Y,Y,CRIMINAL TRESPASS,N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.8,115.0,THN,BRO,BLK,7,A,PBMS,MANHATTAN,0_17
98,January,Saturday,Based on Self Initiated,POM,SGT,Y,Housing,1,CRIMINAL TRESPASS,17,Y,N,Y,CRIMINAL TRESPASS,N,Y,(null),(null),(null),N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.9,135.0,THN,BRO,BLK,7,A,PBMS,MANHATTAN,0_17
99,January,Saturday,Based on C/W on Scene,POM,SGT,Y,PSB,5,CPW,5,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,ASIAN / PACIFIC ISLANDER,5.9,200.0,MED,BRO,BLK,18,D,PBMS,MANHATTAN,18_30
100,January,Saturday,Based on Radio Run,POM,SGT,Y,PSB,2,ASSAULT,10,Y,Y,Y,ASSAULT,N,N,(null),S,(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,ASIAN / PACIFIC ISLANDER,5.6,150.0,THN,BLK,BLK,19,M,PBMN,MANHATTAN,18_30
